temperature,humidity,rainfall,weather_type,risk
36.401515236488905,31.60874273758213,16.868835399432772,Rainy,1
43.3627593739308,78.48767800171666,7.114147343983324,Rainy,1
17.327754585195493,26.769679281519863,2.258157110525371,Rainy,0
37.06578918560396,23.90888521979489,1.6665962600867146,Cloudy,0
17.076167421425644,57.407809274526564,28.727248364380973,Stormy,1
38.81723150044688,60.77334454251249,7.96206307598235,Clear,0
32.437954855970716,84.27861595123935,17.454554616825416,Stormy,1
38.454700411623605,34.22982113030154,14.537978875783358,Stormy,1
26.144499665541588,74.46024919977688,10.887012012706968,Rainy,1
42.16153066330915,65.0848424960513,16.277709192886203,Rainy,1
24.079851677573387,71.91700648630066,16.790407452789935,Cloudy,1
23.496105949835012,31.021561870517843,25.117548116787994,Clear,1
43.819029005916576,51.252105456628016,11.587459035169731,Rainy,1
18.684486567385875,44.925640085934255,10.584945097123118,Cloudy,1
32.77671008238104,68.96884664949442,20.37647984530043,Cloudy,1
32.22019382581993,61.547401453830055,11.153199370081904,Cloudy,1
22.102139263566634,87.72748854770683,15.330964375547012,Cloudy,1
24.512392109131845,29.711769662451946,5.194254628431414,Cloudy,0
23.59764875047927,53.15034128561679,8.515358233260667,Rainy,0
40.382025536377334,68.5694772019206,6.035435793037019,Rainy,1
26.686592891011898,45.81487575521356,25.219756392550476,Stormy,1
25.76103848395835,84.62353782355723,23.94008699720358,Clear,1
34.10162387651829,79.67913151627855,11.763791060076624,Cloudy,1
29.865201585520268,81.10485875140326,13.208761514137999,Clear,1
27.779199959527265,62.63304786005673,12.31858363553968,Cloudy,1
36.28261453535561,53.017837417767936,5.783502786852228,Stormy,0
27.378578774023044,45.75344860830842,23.500114342315264,Cloudy,1
21.664745738381395,28.378653218259156,24.868025084981415,Cloudy,1
37.25539283062898,86.37655983298379,18.297140711220806,Stormy,1
17.034423010743012,38.45381940022767,22.264256428876223,Rainy,1
44.99029946281989,76.14554502402154,19.5800133595066,Clear,1
32.898930367106786,20.832998360881664,3.0775254258823503,Stormy,0
21.48906903694573,46.70484141056605,16.532126654413325,Stormy,1
20.945438502769225,59.977436520234406,10.408486928242093,Rainy,1
23.21147453471037,42.00657112929551,6.605812965682415,Cloudy,0
41.37815734251428,33.572731289011244,19.94582578927898,Rainy,1
39.80065529389383,25.001531493043323,26.6642801647304,Cloudy,1
19.335844001990086,89.23760007486275,29.99558400072334,Clear,1
33.00121942955122,82.04868499760482,17.31871262806902,Clear,1
42.327088065296834,41.864671959813094,20.17166233573644,Clear,1
36.99403105437628,21.105557381117073,19.54318015530954,Rainy,1
32.62372315633239,57.84030733808046,20.851033407967176,Clear,1
21.258908809454635,42.50429157054616,7.38715462705867,Rainy,0
43.305851633720536,28.102638859104353,4.782231972262412,Clear,1
41.75412431438969,75.32149111761088,12.222845295255752,Rainy,1
24.636747969717064,43.67218267444781,13.976778715262405,Clear,1
29.930549792402942,88.09962564490127,22.899089906088985,Stormy,1
17.45521946401903,69.43278399369231,18.6817551237433,Rainy,1
33.94366610302488,78.78039543577883,16.56825202345633,Stormy,1
16.631378013794734,63.524757462538076,14.954640761856956,Clear,1
42.18050253099169,59.319260205743554,6.692051434629558,Rainy,1
41.41178061859804,49.96247177510557,11.183878212833253,Clear,1
23.443590970349437,25.818149868685996,3.2814716433751236,Rainy,0
37.26146598088359,71.6183458602519,1.9749079415248028,Cloudy,0
28.180720330277143,43.788901717336756,0.39616737359676524,Stormy,0
40.360848469906855,33.76776718623613,2.6293006473057776,Cloudy,1
16.844094105557307,28.008933040362948,17.847419004956688,Clear,1
30.17121532204189,25.48406508938043,29.145717570297666,Rainy,1
26.92162974523707,53.27921354426648,0.8604132130302111,Stormy,0
22.811044837309673,78.58897553374,23.496225131225895,Stormy,1
21.27841884241615,29.009864309047515,19.959151147078664,Stormy,1
35.29597689820583,56.031518397132686,25.762403882366428,Clear,1
21.056934398348805,46.53746234957603,28.360336223628934,Clear,1
33.96588352247933,57.79424651362892,24.389621934390902,Stormy,1
26.691318808385596,24.062489041902538,23.93299453544152,Rainy,1
22.27836670959882,57.459466377330884,2.5877615099362608,Clear,0
38.51145043614376,58.49762009198431,10.767904376830003,Clear,1
25.91682114100034,80.90584718921704,18.49638897287834,Clear,1
15.44844103718878,33.965360981581284,0.5119386300960449,Cloudy,0
40.53435664224416,77.03188233813745,14.238118582566603,Stormy,1
24.435833078521874,72.59932351611472,0.24921183208203135,Rainy,0
39.669369968661606,84.01229398579359,22.248351999267452,Clear,1
31.39001252193967,83.9052988684569,7.970363943792145,Rainy,1
41.439794327988594,73.62979941397523,22.648586171374024,Clear,1
27.542035008678866,84.76783089137908,14.401924434935143,Clear,1
20.084264755499387,38.12681514949284,3.2397921291365908,Rainy,0
15.540209709890677,30.894070246921114,27.57875560390457,Rainy,1
38.355919282234325,39.62598663359955,20.938949565167526,Rainy,1
38.37833870924041,78.79089600746558,21.7319089560147,Stormy,1
20.868624244393793,41.9466570768204,6.925801761166501,Rainy,0
43.66371982213191,77.30544088083357,3.7675920891615644,Rainy,1
43.472706411717716,46.0381278758534,28.6343994515635,Rainy,1
25.965000948823025,75.96532209928208,10.38877164766872,Rainy,1
19.42767124418924,79.30219710862553,7.033363298904169,Rainy,0
23.516987595442146,67.45107387410442,26.352424710149553,Rainy,1
42.87925638380901,88.57047401773434,13.900218733548602,Rainy,1
33.28310687574457,71.12239230002523,19.62463949549783,Clear,1
42.431468938052504,37.15965338704392,7.987819103594328,Rainy,1
15.684540395915857,88.90882944286172,29.073716940751567,Rainy,1
44.72741558408344,67.8668602618886,14.220639559605898,Cloudy,1
33.83984313178784,50.50171897659225,12.730610407708543,Rainy,1
20.571918263673737,54.43499505704607,1.9390274433663923,Cloudy,0
30.203268148856033,73.62857320878608,21.24065968285842,Rainy,1
39.60289607288512,72.72666464465445,16.230760246445886,Rainy,1
19.23260712390336,78.87740339672936,28.98663858770324,Clear,1
33.25776794041695,36.850221565908626,3.8288800711717066,Cloudy,0
35.80676125476678,86.36454249183106,11.731472523964829,Stormy,1
27.384686092929144,38.30568707212904,7.621216622999299,Rainy,0
31.248030574983048,53.63380540742964,20.028971886490616,Clear,1
40.12024464270032,34.79608918432774,2.1508026902068487,Stormy,1
43.55278560824626,50.400126664193834,29.778370469018736,Cloudy,1
31.62568529191974,65.49205822937347,21.42914730171631,Rainy,1
36.078704006890604,54.429042887295786,11.437911354342178,Clear,1
24.684183976567542,37.39629018487862,11.049821938783447,Stormy,1
25.021729968616707,47.09155571952368,14.414937550529796,Stormy,1
41.65213938861633,61.61371152820952,20.936034055776727,Stormy,1
17.959732400559275,82.84329730598158,17.74448234941633,Stormy,1
21.164632940514213,49.65990000467123,14.520671716710211,Stormy,1
23.09682217093105,60.240664793594775,5.862245823500595,Clear,0
17.83068917439415,83.75957619508247,5.21373365957134,Rainy,1
35.0285040658154,78.87431275727589,27.47327683376494,Cloudy,1
42.18818624709378,32.97429822821283,16.549418920550856,Stormy,1
15.809848942865306,45.32198317805567,17.39718593990297,Clear,1
22.568829387704056,75.21226102601035,12.984290839864961,Rainy,1
42.61836059481163,71.17221452918886,21.243754011045944,Clear,1
28.9689323655383,73.70581193419702,24.047751831974008,Cloudy,1
41.56890697260077,31.16310755580991,12.337198281496452,Clear,1
43.321173422493516,52.206166159592236,1.5786730772890334,Stormy,1
44.728089574764724,68.66386073095069,7.572372855713,Rainy,1
26.871463952357736,48.41188635868955,24.648613216927743,Clear,1
25.289268125023078,59.51409700731849,16.806104544868447,Rainy,1
37.459149906580436,73.17664186805929,26.43851590300071,Stormy,1
32.83677778263788,55.25446053746432,11.452566923406703,Cloudy,1
34.77611035944777,62.71592474427748,9.448973502970258,Cloudy,0
30.97088452919978,44.01913540941551,0.04263858084254335,Rainy,0
30.424244814156893,45.55483419324724,5.406246615962996,Stormy,0
24.449037891031153,33.13532170751657,10.054796428882096,Cloudy,1
32.86801120939688,89.4275478836694,2.383599104997556,Clear,1
23.046453498865574,62.49274770449498,18.137957008976954,Rainy,1
25.669764759915793,33.609410932895955,29.691465492056007,Rainy,1
33.91783448126165,31.50731664729051,1.7463219592510837,Stormy,0
34.09877410188798,35.99943741844542,11.756276979497718,Stormy,1
32.313509709934756,70.24561425807434,12.002482547523966,Cloudy,1
35.24187782014342,54.917040344356245,2.09491945852863,Rainy,0
27.357402611718175,57.48888641983097,5.563599522488881,Clear,0
